Dataset,Model,DimReduction,Dimensions,AnomalyMethod,Accuracy,Precision,Recall,F1,AUC
plantpathology,shufflenet_v2_x1_0,pca,1,IsolationForest,0.524,0.9113924050632911,0.391304347826087,0.5475285171102662,0.6426218708827404
plantpathology,shufflenet_v2_x1_0,pca,1,OneClassSVM,0.542,0.9112426035502958,0.41847826086956524,0.5735567970204841,0.6524209486166007
plantpathology,shufflenet_v2_x1_0,pca,1,LOF,0.5,0.9338235294117647,0.3451086956521739,0.503968253968254,0.6384634387351779
plantpathology,shufflenet_v2_x1_0,pca,1,GMM,0.454,0.9797979797979798,0.26358695652173914,0.41541755888650966,0.624217720685112
plantpathology,shufflenet_v2_x1_5,tsne,2,IQR+CI,0.518,0.9666666666666667,0.3286118980169972,0.4904862579281184,0.6507005068316278
plantpathology,shufflenet_v2_x1_5,tsne,2,IsolationForest,0.556,0.906832298136646,0.41359773371104813,0.5680933852140078,0.6557784586922587
plantpathology,shufflenet_v2_x1_5,tsne,2,OneClassSVM,0.566,0.8908045977011494,0.43909348441926344,0.5882352941176471,0.6549208918694956
plantpathology,shufflenet_v2_x1_5,tsne,2,LOF,0.51,0.9655172413793104,0.31728045325779036,0.47761194029850745,0.6450347844520244
plantpathology,shufflenet_v2_x1_5,tsne,2,GMM,0.47,0.9782608695652174,0.254957507082153,0.4044943820224719,0.6206760324526411
plantpathology,shufflenet_v2_x1_5,tsne,1,IQR+CI,0.584,0.9559748427672956,0.43059490084985835,0.59375,0.6914879266154054
plantpathology,shufflenet_v2_x1_5,tsne,1,IsolationForest,0.77,0.9440298507462687,0.71671388101983,0.8148148148148148,0.8073365323466497
plantpathology,shufflenet_v2_x1_5,tsne,1,OneClassSVM,0.71,0.9193548387096774,0.6458923512747875,0.7587354409317804,0.7549189647530399
plantpathology,shufflenet_v2_x1_5,tsne,1,LOF,0.788,0.9660377358490566,0.7252124645892352,0.8284789644012945,0.8319939873966584
plantpathology,shufflenet_v2_x1_5,tsne,1,GMM,0.49,0.9803921568627451,0.28328611898017,0.43956043956043955,0.6348403384016496
plantpathology,shufflenet_v2_x1_5,umap,2,IQR+CI,0.502,0.9642857142857143,0.3059490084985836,0.4645161290322581,0.6393690620724211
plantpathology,shufflenet_v2_x1_5,umap,2,IsolationForest,0.602,0.9184782608695652,0.47875354107648727,0.6294227188081937,0.6883563623749784
plantpathology,shufflenet_v2_x1_5,umap,2,OneClassSVM,0.532,0.8993288590604027,0.37960339943342775,0.5338645418326693,0.6387812915534485
plantpathology,shufflenet_v2_x1_5,umap,2,LOF,0.506,0.9649122807017544,0.311614730878187,0.47109207708779444,0.6422019232622227
plantpathology,shufflenet_v2_x1_5,umap,2,GMM,0.462,0.9772727272727273,0.24362606232294617,0.3900226757369615,0.6150103100730377
plantpathology,shufflenet_v2_x1_5,umap,1,IQR+CI,0.662,0.96,0.5439093484419264,0.6943942133815552,0.7447437898672218
plantpathology,shufflenet_v2_x1_5,umap,1,IsolationForest,0.76,0.9429657794676806,0.7025495750708215,0.8051948051948052,0.8002543793721455
plantpathology,shufflenet_v2_x1_5,umap,1,OneClassSVM,0.784,0.9328621908127208,0.7478753541076487,0.8301886792452831,0.8093118267136883
plantpathology,shufflenet_v2_x1_5,umap,1,LOF,0.762,0.9606299212598425,0.6912181303116147,0.8039538714991763,0.8115954597136305
plantpathology,shufflenet_v2_x1_5,umap,1,GMM,0.42,0.9701492537313433,0.18413597733711048,0.30952380952380953,0.5852652675801199
plantpathology,shufflenet_v2_x1_5,pca,2,IQR+CI,0.492,0.9626168224299065,0.29178470254957506,0.44782608695652176,0.6322869090979167
plantpathology,shufflenet_v2_x1_5,pca,2,IsolationForest,0.566,0.9096385542168675,0.42776203966005666,0.581888246628131,0.6628606116667629
plantpathology,shufflenet_v2_x1_5,pca,2,OneClassSVM,0.606,0.8823529411764706,0.509915014164306,0.6463195691202872,0.6733248540209286
plantpathology,shufflenet_v2_x1_5,pca,2,LOF,0.48,0.979381443298969,0.26912181303116145,0.4222222222222222,0.6277581854271453
plantpathology,shufflenet_v2_x1_5,pca,2,GMM,0.434,0.972972972972973,0.20396600566572237,0.3372365339578454,0.5951802817444258
plantpathology,shufflenet_v2_x1_5,pca,1,IQR+CI,0.492,0.9626168224299065,0.29178470254957506,0.44782608695652176,0.6322869090979167
plantpathology,shufflenet_v2_x1_5,pca,1,IsolationForest,0.566,0.9096385542168675,0.42776203966005666,0.581888246628131,0.6628606116667629
plantpathology,shufflenet_v2_x1_5,pca,1,OneClassSVM,0.6,0.8923076923076924,0.49291784702549574,0.635036496350365,0.6750303520841765
plantpathology,shufflenet_v2_x1_5,pca,1,LOF,0.48,0.979381443298969,0.26912181303116145,0.4222222222222222,0.6277581854271453
plantpathology,shufflenet_v2_x1_5,pca,1,GMM,0.434,0.972972972972973,0.20396600566572237,0.3372365339578454,0.5951802817444258
plantpathology,shufflenet_v2_x2_0,tsne,2,IQR+CI,0.528,0.9612403100775194,0.3492957746478873,0.512396694214876,0.6574065080135989
plantpathology,shufflenet_v2_x2_0,tsne,2,IsolationForest,0.554,0.9074074074074074,0.4140845070422535,0.5686653771760155,0.6553181155900922
plantpathology,shufflenet_v2_x2_0,tsne,2,OneClassSVM,0.522,0.8717948717948718,0.38309859154929576,0.5322896281800391,0.6225837785332685
plantpathology,shufflenet_v2_x2_0,tsne,2,LOF,0.462,0.93,0.2619718309859155,0.4087912087912088,0.6068479844584751
plantpathology,shufflenet_v2_x2_0,tsne,2,GMM,0.47,0.9787234042553191,0.2591549295774648,0.40979955456570155,0.6226809130645945
plantpathology,shufflenet_v2_x2_0,tsne,1,IQR+CI,0.476,0.9894736842105263,0.2647887323943662,0.4177777777777778,0.6289460903351142
plantpathology,shufflenet_v2_x2_0,tsne,1,IsolationForest,0.868,0.9529780564263323,0.856338028169014,0.9020771513353115,0.8764448761534726
plantpathology,shufflenet_v2_x2_0,tsne,1,OneClassSVM,0.776,0.945054945054945,0.7267605633802817,0.821656050955414,0.8116561437591063
plantpathology,shufflenet_v2_x2_0,tsne,1,LOF,0.772,0.9800796812749004,0.6929577464788732,0.8118811881188119,0.8292374939290919
plantpathology,shufflenet_v2_x2_0,tsne,1,GMM,0.548,0.9849624060150376,0.36901408450704226,0.5368852459016393,0.6776104905293832
plantpathology,shufflenet_v2_x2_0,umap,2,IQR+CI,0.568,0.9602649006622517,0.4084507042253521,0.5731225296442688,0.6835356969402622
plantpathology,shufflenet_v2_x2_0,umap,2,IsolationForest,0.562,0.9096385542168675,0.4253521126760563,0.5796545105566219,0.6609519184069936
plantpathology,shufflenet_v2_x2_0,umap,2,OneClassSVM,0.622,0.915,0.5154929577464789,0.6594594594594595,0.699125789218067
plantpathology,shufflenet_v2_x2_0,umap,2,LOF,0.542,0.9846153846153847,0.36056338028169016,0.5278350515463918,0.6733851384167071
plantpathology,shufflenet_v2_x2_0,umap,2,GMM,0.542,0.9846153846153847,0.36056338028169016,0.5278350515463918,0.6733851384167071
plantpathology,shufflenet_v2_x2_0,umap,1,IQR+CI,0.826,0.91875,0.828169014084507,0.8711111111111111,0.8244293346284604
plantpathology,shufflenet_v2_x2_0,umap,1,IsolationForest,0.84,0.9508196721311475,0.8169014084507042,0.8787878787878788,0.8567265662943178
plantpathology,shufflenet_v2_x2_0,umap,1,OneClassSVM,0.822,0.9403973509933775,0.8,0.8645357686453576,0.8379310344827586
plantpathology,shufflenet_v2_x2_0,umap,1,LOF,0.584,0.9681528662420382,0.428169014084507,0.59375,0.6968431277319087
plantpathology,shufflenet_v2_x2_0,umap,1,GMM,0.532,0.984,0.3464788732394366,0.5125,0.6663428848955804
plantpathology,shufflenet_v2_x2_0,pca,2,IQR+CI,0.516,0.952,0.3352112676056338,0.49583333333333335,0.6469159786304031
plantpathology,shufflenet_v2_x2_0,pca,2,IsolationForest,0.52,0.896551724137931,0.36619718309859156,0.52,0.6313744536182613
plantpathology,shufflenet_v2_x2_0,pca,2,OneClassSVM,0.522,0.8493975903614458,0.3971830985915493,0.5412667946257198,0.6123846527440505
plantpathology,shufflenet_v2_x2_0,pca,2,LOF,0.47,0.96875,0.2619718309859155,0.4124168514412417,0.6206410879067509
plantpathology,shufflenet_v2_x2_0,pca,2,GMM,0.478,0.9795918367346939,0.2704225352112676,0.423841059602649,0.6283147158814959
plantpathology,shufflenet_v2_x2_0,pca,1,IQR+CI,0.516,0.952,0.3352112676056338,0.49583333333333335,0.6469159786304031
plantpathology,shufflenet_v2_x2_0,pca,1,IsolationForest,0.52,0.896551724137931,0.36619718309859156,0.52,0.6313744536182613
plantpathology,shufflenet_v2_x2_0,pca,1,OneClassSVM,0.522,0.8493975903614458,0.3971830985915493,0.5412667946257198,0.6123846527440505
plantpathology,shufflenet_v2_x2_0,pca,1,LOF,0.47,0.96875,0.2619718309859155,0.4124168514412417,0.6206410879067509
plantpathology,shufflenet_v2_x2_0,pca,1,GMM,0.478,0.9795918367346939,0.2704225352112676,0.423841059602649,0.6283147158814959
plantpathology,swin_b,tsne,2,IQR+CI,0.638,0.9179487179487179,0.5203488372093024,0.6641929499072357,0.7088923673225999
plantpathology,swin_b,tsne,2,IsolationForest,0.52,0.8823529411764706,0.3488372093023256,0.5,0.6231365533691116
plantpathology,swin_b,tsne,2,OneClassSVM,0.392,0.7439024390243902,0.17732558139534885,0.2863849765258216,0.5213550983899822
plantpathology,swin_b,tsne,2,LOF,0.318,0.6,0.02616279069767442,0.05013927576601671,0.493850626118068
plantpathology,swin_b,tsne,2,GMM,0.308,0.0,0.0,0.0,0.4935897435897436
plantpathology,swin_b,tsne,1,IQR+CI,0.612,0.9120879120879121,0.48255813953488375,0.6311787072243346,0.6899970184853905
plantpathology,swin_b,tsne,1,IsolationForest,0.754,0.9367588932806324,0.688953488372093,0.7939698492462312,0.7931946929039954
plantpathology,swin_b,tsne,1,OneClassSVM,0.572,0.8494623655913979,0.45930232558139533,0.5962264150943396,0.6399075730471079
plantpathology,swin_b,tsne,1,LOF,0.602,0.967741935483871,0.436046511627907,0.6012024048096193,0.7019976147883125
plantpathology,swin_b,tsne,1,GMM,0.522,0.981651376146789,0.311046511627907,0.47240618101545256,0.649112999403697
plantpathology,swin_b,umap,2,IQR+CI,0.576,0.9024390243902439,0.43023255813953487,0.5826771653543307,0.6638342277877162
plantpathology,swin_b,umap,2,IsolationForest,0.666,0.9234449760765551,0.561046511627907,0.6980108499095841,0.7292412045319021
plantpathology,swin_b,umap,2,OneClassSVM,0.534,0.8535031847133758,0.38953488372093026,0.5349301397205589,0.6210494931425165
plantpathology,swin_b,umap,2,LOF,0.458,0.9506172839506173,0.2238372093023256,0.3623529411764706,0.5990980918306499
plantpathology,swin_b,umap,2,GMM,0.518,0.9813084112149533,0.30523255813953487,0.4656319290465632,0.646206022659511
plantpathology,swin_b,umap,1,IQR+CI,0.638,0.8975609756097561,0.5348837209302325,0.6703096539162113,0.700134168157424
plantpathology,swin_b,umap,1,IsolationForest,0.77,0.9386973180076629,0.7122093023255814,0.8099173553719008,0.8048225998807395
plantpathology,swin_b,umap,1,OneClassSVM,0.534,0.84472049689441,0.3953488372093023,0.5386138613861386,0.617546213476446
plantpathology,swin_b,umap,1,LOF,0.45,0.9367088607594937,0.21511627906976744,0.34988179669030733,0.5915324985092427
plantpathology,swin_b,umap,1,GMM,0.476,0.9767441860465116,0.2441860465116279,0.39069767441860465,0.6156827668455576
plantpathology,swin_b,pca,2,IQR+CI,0.344,0.8333333333333334,0.05813953488372093,0.10869565217391304,0.5162492546213476
plantpathology,swin_b,pca,2,IsolationForest,0.462,0.8504672897196262,0.26453488372093026,0.4035476718403548,0.5809853905784139
plantpathology,swin_b,pca,2,OneClassSVM,0.428,0.7843137254901961,0.23255813953488372,0.35874439461883406,0.5457662492546214
plantpathology,swin_b,pca,2,LOF,0.438,0.8888888888888888,0.20930232558139536,0.3388235294117647,0.5758050089445438
plantpathology,swin_b,pca,2,GMM,0.316,0.6666666666666666,0.011627906976744186,0.022857142857142857,0.4994036970781157
plantpathology,swin_b,pca,1,IQR+CI,0.344,0.8333333333333334,0.05813953488372093,0.10869565217391304,0.5162492546213476
plantpathology,swin_b,pca,1,IsolationForest,0.462,0.8504672897196262,0.26453488372093026,0.4035476718403548,0.5809853905784139
plantpathology,swin_b,pca,1,OneClassSVM,0.428,0.7843137254901961,0.23255813953488372,0.35874439461883406,0.5457662492546214
plantpathology,swin_b,pca,1,LOF,0.438,0.8888888888888888,0.20930232558139536,0.3388235294117647,0.5758050089445438
plantpathology,swin_b,pca,1,GMM,0.316,0.6666666666666666,0.011627906976744186,0.022857142857142857,0.4994036970781157
plantpathology,swin_s,tsne,2,IQR+CI,0.464,0.9292035398230089,0.2876712328767123,0.4393305439330544,0.6142059868087265
plantpathology,swin_s,tsne,2,IsolationForest,0.51,0.9054054054054054,0.36712328767123287,0.5224171539961013,0.6317097919837645
plantpathology,swin_s,tsne,2,OneClassSVM,0.444,0.7604790419161677,0.34794520547945207,0.4774436090225564,0.5258244545915779
plantpathology,swin_s,tsne,2,LOF,0.48,0.926829268292683,0.31232876712328766,0.4672131147540984,0.6228310502283105
plantpathology,swin_s,tsne,2,GMM,0.3,0.8947368421052632,0.04657534246575343,0.08854166666666667,0.5158802638254693
plantpathology,swin_s,tsne,1,IQR+CI,0.308,0.7878787878787878,0.07123287671232877,0.1306532663316583,0.5096905124302384
plantpathology,swin_s,tsne,1,IsolationForest,0.368,0.8181818181818182,0.1726027397260274,0.2850678733031674,0.5344495180111619
plantpathology,swin_s,tsne,1,OneClassSVM,0.48,0.8260869565217391,0.3643835616438356,0.5057034220532319,0.5784880771182142
plantpathology,swin_s,tsne,1,LOF,0.55,0.8723404255319149,0.44931506849315067,0.593128390596745,0.6357686453576864
plantpathology,swin_s,tsne,1,GMM,0.28,0.7777777777777778,0.019178082191780823,0.0374331550802139,0.502181633688483
plantpathology,swin_s,umap,2,IQR+CI,0.524,0.9568345323741008,0.3643835616438356,0.5277777777777778,0.6599695585996956
plantpathology,swin_s,umap,2,IsolationForest,0.654,0.9363636363636364,0.5643835616438356,0.7042735042735043,0.7303399289700659
plantpathology,swin_s,umap,2,OneClassSVM,0.628,0.9124423963133641,0.5424657534246575,0.6804123711340206,0.7008625063419583
plantpathology,swin_s,umap,2,LOF,0.576,0.9636363636363636,0.43561643835616437,0.6,0.6955859969558599
plantpathology,swin_s,umap,2,GMM,0.424,0.9753086419753086,0.21643835616438356,0.3542600896860987,0.6008117706747843
plantpathology,swin_s,umap,1,IQR+CI,0.714,0.9703389830508474,0.6273972602739726,0.762063227953411,0.7877727042110604
plantpathology,swin_s,umap,1,IsolationForest,0.79,0.9513888888888888,0.7506849315068493,0.8392036753445635,0.8234906139015727
plantpathology,swin_s,umap,1,OneClassSVM,0.682,0.9256198347107438,0.6136986301369863,0.7380560131795717,0.7401826484018266
plantpathology,swin_s,umap,1,LOF,0.792,0.9484536082474226,0.7561643835616438,0.8414634146341463,0.8225266362252663
plantpathology,swin_s,umap,1,GMM,0.532,0.9851851851851852,0.3643835616438356,0.532,0.6747843734145104
plantpathology,swin_s,pca,2,IQR+CI,0.302,0.7857142857142857,0.06027397260273973,0.11195928753180662,0.5079147640791476
plantpathology,swin_s,pca,2,IsolationForest,0.396,0.8461538461538461,0.21095890410958903,0.33771929824561403,0.5536276002029427
plantpathology,swin_s,pca,2,OneClassSVM,0.322,0.7241379310344828,0.11506849315068493,0.19858156028368795,0.4982749873160832
plantpathology,swin_s,pca,2,LOF,0.314,0.8928571428571429,0.0684931506849315,0.1272264631043257,0.5231354642313547
plantpathology,swin_s,pca,2,GMM,0.266,0.0,0.0,0.0,0.4925925925925926
plantpathology,swin_s,pca,1,IQR+CI,0.302,0.7857142857142857,0.06027397260273973,0.11195928753180662,0.5079147640791476
plantpathology,swin_s,pca,1,IsolationForest,0.396,0.8461538461538461,0.21095890410958903,0.33771929824561403,0.5536276002029427
plantpathology,swin_s,pca,1,OneClassSVM,0.322,0.7241379310344828,0.11506849315068493,0.19858156028368795,0.4982749873160832
plantpathology,swin_s,pca,1,LOF,0.314,0.8928571428571429,0.0684931506849315,0.1272264631043257,0.5231354642313547
plantpathology,swin_s,pca,1,GMM,0.266,0.0,0.0,0.0,0.4925925925925926
plantpathology,swin_t,tsne,2,IQR+CI,0.586,0.8959537572254336,0.45058139534883723,0.5996131528046421,0.667598389982111
plantpathology,swin_t,tsne,2,IsolationForest,0.566,0.89937106918239,0.41569767441860467,0.5685884691848907,0.6565667859272512
plantpathology,swin_t,tsne,2,OneClassSVM,0.528,0.8802816901408451,0.3633720930232558,0.51440329218107,0.6271988670244484
plantpathology,swin_t,tsne,2,LOF,0.536,0.8636363636363636,0.3866279069767442,0.5341365461847389,0.6260062611806798
plantpathology,swin_t,tsne,2,GMM,0.308,0.0,0.0,0.0,0.4935897435897436
plantpathology,swin_t,tsne,1,IQR+CI,0.486,0.7959183673469388,0.34011627906976744,0.47657841140529533,0.5739042933810375
plantpathology,swin_t,tsne,1,IsolationForest,0.696,0.9285714285714286,0.6046511627906976,0.7323943661971831,0.7510435301132975
plantpathology,swin_t,tsne,1,OneClassSVM,0.64,0.91,0.5290697674418605,0.6691176470588235,0.7068425760286225
plantpathology,swin_t,tsne,1,LOF,0.588,0.9726027397260274,0.4127906976744186,0.5795918367346938,0.6935748360166964
plantpathology,swin_t,tsne,1,GMM,0.308,0.0,0.0,0.0,0.4935897435897436
plantpathology,swin_t,umap,2,IQR+CI,0.524,0.9732142857142857,0.3168604651162791,0.4780701754385965,0.6488148479427548
plantpathology,swin_t,umap,2,IsolationForest,0.566,0.89937106918239,0.41569767441860467,0.5685884691848907,0.6565667859272512
plantpathology,swin_t,umap,2,OneClassSVM,0.54,0.8851351351351351,0.3808139534883721,0.532520325203252,0.6359197972570065
plantpathology,swin_t,umap,2,LOF,0.47,0.9540229885057471,0.24127906976744187,0.3851508120649652,0.6078190220632081
plantpathology,swin_t,umap,2,GMM,0.5,0.9795918367346939,0.27906976744186046,0.4343891402714932,0.6331246273106739
plantpathology,swin_t,umap,1,IQR+CI,0.596,0.961038961038961,0.43023255813953487,0.5943775100401606,0.6958855098389982
plantpathology,swin_t,umap,1,IsolationForest,0.726,0.9330543933054394,0.6482558139534884,0.7650085763293311,0.772845855694693
plantpathology,swin_t,umap,1,OneClassSVM,0.596,0.9080459770114943,0.45930232558139533,0.61003861003861,0.6783691115086464
plantpathology,swin_t,umap,1,LOF,0.672,0.95,0.5523255813953488,0.6985294117647058,0.7441115086463924
plantpathology,swin_t,umap,1,GMM,0.552,0.9838709677419355,0.3546511627906977,0.5213675213675214,0.6709153249850924
plantpathology,swin_t,pca,2,IQR+CI,0.444,0.851063829787234,0.23255813953488372,0.365296803652968,0.5714072748956469
plantpathology,swin_t,pca,2,IsolationForest,0.454,0.8446601941747572,0.25290697674418605,0.38926174496644295,0.5751714370900417
plantpathology,swin_t,pca,2,OneClassSVM,0.404,0.75,0.2005813953488372,0.3165137614678899,0.5265727489564698
plantpathology,swin_t,pca,2,LOF,0.35,0.8275862068965517,0.06976744186046512,0.128686327077748,0.5188580799045914
plantpathology,swin_t,pca,2,GMM,0.35,0.9130434782608695,0.061046511627906974,0.11444141689373297,0.524112999403697
plantpathology,swin_t,pca,1,IQR+CI,0.444,0.851063829787234,0.23255813953488372,0.365296803652968,0.5714072748956469
plantpathology,swin_t,pca,1,IsolationForest,0.454,0.8446601941747572,0.25290697674418605,0.38926174496644295,0.5751714370900417
