Dataset,Model,DimReduction,Dimensions,AnomalyMethod,Accuracy,Precision,Recall,F1,AUC
plantpathology,resnet18,pca,2,OneClassSVM,0.552,0.8586956521739131,0.4438202247191011,0.5851851851851851,0.6316323345817728
plantpathology,resnet18,pca,2,LOF,0.482,0.9217391304347826,0.29775280898876405,0.45010615711252655,0.617626404494382
plantpathology,resnet18,pca,2,GMM,0.464,0.9782608695652174,0.25280898876404495,0.4017857142857143,0.6194600499375781
plantpathology,resnet18,pca,1,IQR+CI,0.522,0.9333333333333333,0.3539325842696629,0.5132382892057027,0.6457162921348314
plantpathology,resnet18,pca,1,IsolationForest,0.574,0.9132947976878613,0.4438202247191011,0.5973534971644613,0.6698267790262173
plantpathology,resnet18,pca,1,OneClassSVM,0.552,0.8586956521739131,0.4438202247191011,0.5851851851851851,0.6316323345817728
plantpathology,resnet18,pca,1,LOF,0.482,0.9217391304347826,0.29775280898876405,0.45010615711252655,0.617626404494382
plantpathology,resnet18,pca,1,GMM,0.464,0.9782608695652174,0.25280898876404495,0.4017857142857143,0.6194600499375781
plantpathology,resnet34,tsne,2,IQR+CI,0.538,0.9919354838709677,0.34844192634560905,0.5157232704402516,0.6708196026285868
plantpathology,resnet34,tsne,2,IsolationForest,0.624,0.9230769230769231,0.509915014164306,0.656934306569343,0.7039370989188878
plantpathology,resnet34,tsne,2,OneClassSVM,0.592,0.8983957219251337,0.47592067988668557,0.6222222222222222,0.6733344896032067
plantpathology,resnet34,tsne,2,LOF,0.586,0.974025974025974,0.42492917847025496,0.591715976331361,0.6988591470582566
plantpathology,resnet34,tsne,2,GMM,0.572,0.986013986013986,0.39943342776203966,0.5685483870967742,0.6929139927925845
plantpathology,resnet34,tsne,1,IQR+CI,0.384,1.0,0.1274787535410765,0.22613065326633167,0.5637393767705382
plantpathology,resnet34,tsne,1,IsolationForest,0.79,0.9460431654676259,0.7450424929178471,0.8335974643423137,0.8215008382956583
plantpathology,resnet34,tsne,1,OneClassSVM,0.772,0.947565543071161,0.71671388101983,0.8161290322580645,0.8107378928908674
plantpathology,resnet34,tsne,1,LOF,0.756,0.9676113360323887,0.6770538243626062,0.7966666666666666,0.8113160278275616
plantpathology,resnet34,tsne,1,GMM,0.498,0.9811320754716981,0.29461756373937675,0.4531590413943355,0.6405060607812529
plantpathology,resnet34,umap,2,IQR+CI,0.514,0.9910714285714286,0.31444759206798867,0.4774193548387097,0.6538224354897767
plantpathology,resnet34,umap,2,IsolationForest,0.6,0.9180327868852459,0.47592067988668557,0.6268656716417911,0.6869399317800775
plantpathology,resnet34,umap,2,OneClassSVM,0.596,0.9217877094972067,0.46742209631728043,0.6203007518796992,0.6860920005395926
plantpathology,resnet34,umap,2,LOF,0.546,0.9772727272727273,0.3654390934844193,0.5319587628865979,0.6725154651095565
plantpathology,resnet34,umap,2,GMM,0.538,0.9841269841269841,0.35127478753541075,0.5177453027139874,0.66883467267927
plantpathology,resnet34,umap,1,IQR+CI,0.744,0.9828326180257511,0.6487252124645893,0.7815699658703071,0.8107571640554239
plantpathology,resnet34,umap,1,IsolationForest,0.786,0.9456521739130435,0.7393767705382436,0.8298887122416534,0.8186679771058565
plantpathology,resnet34,umap,1,OneClassSVM,0.756,0.9139784946236559,0.7223796033994334,0.8069620253164557,0.7795571486384922
plantpathology,resnet34,umap,1,LOF,0.782,0.9452554744525548,0.7337110481586402,0.8261562998405104,0.8158351159160548
plantpathology,resnet34,umap,1,GMM,0.622,0.9880952380952381,0.4702549575070821,0.6372360844529751,0.7283247576651057
plantpathology,resnet34,pca,2,IQR+CI,0.424,0.922077922077922,0.20113314447592068,0.3302325581395349,0.5801584089726541
plantpathology,resnet34,pca,2,IsolationForest,0.496,0.8854961832061069,0.3286118980169972,0.4793388429752066,0.6132855408452333
plantpathology,resnet34,pca,2,OneClassSVM,0.466,0.8467741935483871,0.29745042492917845,0.44025157232704404,0.5840993621244531
plantpathology,resnet34,pca,2,LOF,0.412,0.9041095890410958,0.18696883852691218,0.30985915492957744,0.5696748954539322
plantpathology,resnet34,pca,2,GMM,0.392,0.9622641509433962,0.14447592067988668,0.2512315270935961,0.565435239251508
plantpathology,resnet34,pca,1,IQR+CI,0.424,0.922077922077922,0.20113314447592068,0.3302325581395349,0.5801584089726541
plantpathology,resnet34,pca,1,IsolationForest,0.496,0.8854961832061069,0.3286118980169972,0.4793388429752066,0.6132855408452333
plantpathology,resnet34,pca,1,OneClassSVM,0.466,0.8467741935483871,0.29745042492917845,0.44025157232704404,0.5840993621244531
plantpathology,resnet34,pca,1,LOF,0.412,0.9041095890410958,0.18696883852691218,0.30985915492957744,0.5696748954539322
plantpathology,resnet34,pca,1,GMM,0.392,0.9622641509433962,0.14447592067988668,0.2512315270935961,0.565435239251508
plantpathology,resnet50,tsne,2,IQR+CI,0.474,0.9431818181818182,0.2434017595307918,0.38694638694638694,0.6059776093251443
plantpathology,resnet50,tsne,2,IsolationForest,0.578,0.9012345679012346,0.4281524926686217,0.5805168986083499,0.6637617809255059
plantpathology,resnet50,tsne,2,OneClassSVM,0.53,0.8680555555555556,0.36656891495601174,0.5154639175257731,0.62353602980505
plantpathology,resnet50,tsne,2,LOF,0.494,0.9583333333333334,0.2697947214076246,0.42105263157894735,0.622318744351611
plantpathology,resnet50,tsne,2,GMM,0.426,0.9655172413793104,0.16422287390029325,0.2807017543859649,0.575822128774046
plantpathology,resnet50,tsne,1,IQR+CI,0.472,0.963855421686747,0.23460410557184752,0.37735849056603776,0.6078680905217728
plantpathology,resnet50,tsne,1,IsolationForest,0.766,0.9375,0.7038123167155426,0.8040201005025126,0.8015916929489663
plantpathology,resnet50,tsne,1,OneClassSVM,0.664,0.9261083743842364,0.5513196480938416,0.6911764705882353,0.7284900127261661
plantpathology,resnet50,tsne,1,LOF,0.754,0.9504132231404959,0.6744868035190615,0.7890222984562607,0.799507552702927
plantpathology,resnet50,tsne,1,GMM,0.356,0.9130434782608695,0.06158357771260997,0.11538461538461539,0.5245024806802043
plantpathology,resnet50,umap,2,IQR+CI,0.568,0.9921259842519685,0.36950146627565983,0.5384615384615384,0.6816060790497797
plantpathology,resnet50,umap,2,IsolationForest,0.62,0.912568306010929,0.4897360703812317,0.6374045801526718,0.6945535697818108
plantpathology,resnet50,umap,2,OneClassSVM,0.618,0.907608695652174,0.4897360703812317,0.6361904761904762,0.6914089156937605
plantpathology,resnet50,umap,2,LOF,0.606,0.95,0.44574780058651026,0.6067864271457086,0.6977166675888526
plantpathology,resnet50,umap,2,GMM,0.57,0.9846153846153847,0.375366568914956,0.5435244161358811,0.6813939762813774
plantpathology,resnet50,umap,1,IQR+CI,0.538,0.9296875,0.3489736070381232,0.5074626865671642,0.6461849167266088
plantpathology,resnet50,umap,1,IsolationForest,0.698,0.9279279279279279,0.6041055718475073,0.7317939609236235,0.7517383205149487
plantpathology,resnet50,umap,1,OneClassSVM,0.648,0.9230769230769231,0.5278592375366569,0.6716417910447762,0.7167598074475737
plantpathology,resnet50,umap,1,LOF,0.484,1.0,0.2434017595307918,0.3915094339622642,0.6217008797653959
plantpathology,resnet50,umap,1,GMM,0.55,0.9833333333333333,0.3460410557184751,0.5119305856832972,0.666731219683137
plantpathology,resnet50,pca,2,IQR+CI,0.348,0.8260869565217391,0.05571847507331378,0.1043956043956044,0.5152806211844556
plantpathology,resnet50,pca,2,IsolationForest,0.438,0.8260869565217391,0.22287390029325513,0.3510392609699769,0.5611224847378226
plantpathology,resnet50,pca,2,OneClassSVM,0.444,0.8,0.24633431085043989,0.37668161434977576,0.5571294195761634
plantpathology,resnet50,pca,2,LOF,0.426,0.875,0.18475073313782991,0.3050847457627119,0.5640734797764622
plantpathology,resnet50,pca,2,GMM,0.32,0.6,0.008797653958944282,0.017341040462427744,0.4981095188033715
plantpathology,resnet50,pca,1,IQR+CI,0.348,0.8260869565217391,0.05571847507331378,0.1043956043956044,0.5152806211844556
plantpathology,resnet50,pca,1,IsolationForest,0.438,0.8260869565217391,0.22287390029325513,0.3510392609699769,0.5611224847378226
plantpathology,resnet50,pca,1,OneClassSVM,0.45,0.8,0.25806451612903225,0.3902439024390244,0.5598498681274092
plantpathology,resnet50,pca,1,LOF,0.426,0.875,0.18475073313782991,0.3050847457627119,0.5640734797764622
plantpathology,resnet50,pca,1,GMM,0.32,0.6,0.008797653958944282,0.017341040462427744,0.4981095188033715
plantpathology,resnext101_32x8d,tsne,2,IQR+CI,0.43,0.8787878787878788,0.24166666666666667,0.3790849673202614,0.5779761904761904
plantpathology,resnext101_32x8d,tsne,2,IsolationForest,0.492,0.8955223880597015,0.3333333333333333,0.48582995951417,0.6166666666666667
plantpathology,resnext101_32x8d,tsne,2,OneClassSVM,0.42,0.8365384615384616,0.24166666666666667,0.375,0.5601190476190476
plantpathology,resnext101_32x8d,tsne,2,LOF,0.46,0.8688524590163934,0.29444444444444445,0.43983402489626555,0.5900793650793651
plantpathology,resnext101_32x8d,tsne,2,GMM,0.366,0.9574468085106383,0.125,0.22113022113022113,0.5553571428571429
plantpathology,resnext101_32x8d,tsne,1,IQR+CI,0.274,0.0,0.0,0.0,0.48928571428571427
plantpathology,resnext101_32x8d,tsne,1,IsolationForest,0.724,0.944,0.6555555555555556,0.7737704918032787,0.7777777777777778
plantpathology,resnext101_32x8d,tsne,1,OneClassSVM,0.674,0.9377777777777778,0.5861111111111111,0.7213675213675214,0.7430555555555557
plantpathology,resnext101_32x8d,tsne,1,LOF,0.68,0.9464285714285714,0.5888888888888889,0.726027397260274,0.7515873015873017
plantpathology,resnext101_32x8d,tsne,1,GMM,0.276,0.0,0.0,0.0,0.4928571428571429
plantpathology,resnext101_32x8d,umap,2,IQR+CI,0.714,0.9865470852017937,0.6111111111111112,0.7547169811320755,0.7948412698412698
plantpathology,resnext101_32x8d,umap,2,IsolationForest,0.776,0.9492753623188406,0.7277777777777777,0.8238993710691824,0.813888888888889
plantpathology,resnext101_32x8d,umap,2,OneClassSVM,0.736,0.9318181818181818,0.6833333333333333,0.7884615384615384,0.7773809523809524
plantpathology,resnext101_32x8d,umap,2,LOF,0.688,0.9857142857142858,0.575,0.7263157894736842,0.7767857142857143
plantpathology,resnext101_32x8d,umap,2,GMM,0.648,0.9893617021276596,0.5166666666666667,0.6788321167883211,0.7511904761904763
plantpathology,resnext101_32x8d,umap,1,IQR+CI,0.326,0.7555555555555555,0.09444444444444444,0.16790123456790124,0.507936507936508
plantpathology,resnext101_32x8d,umap,1,IsolationForest,0.594,0.9243243243243243,0.475,0.6275229357798165,0.6875000000000001
plantpathology,resnext101_32x8d,umap,1,OneClassSVM,0.558,0.9112426035502958,0.42777777777777776,0.5822306238185255,0.6603174603174604
plantpathology,resnext101_32x8d,umap,1,LOF,0.696,0.9227642276422764,0.6305555555555555,0.7491749174917491,0.7474206349206349
plantpathology,resnext101_32x8d,umap,1,GMM,0.276,0.0,0.0,0.0,0.4928571428571429
plantpathology,resnext101_32x8d,pca,2,IQR+CI,0.514,0.9333333333333333,0.35,0.509090909090909,0.6428571428571429
plantpathology,resnext101_32x8d,pca,2,IsolationForest,0.572,0.9195402298850575,0.4444444444444444,0.599250936329588,0.6722222222222223
plantpathology,resnext101_32x8d,pca,2,OneClassSVM,0.506,0.8951048951048951,0.35555555555555557,0.5089463220675944,0.6242063492063493
plantpathology,resnext101_32x8d,pca,2,LOF,0.53,0.9432624113475178,0.36944444444444446,0.530938123752495,0.6561507936507937
plantpathology,resnext101_32x8d,pca,2,GMM,0.324,0.9230769230769231,0.06666666666666667,0.12435233160621761,0.5261904761904762
plantpathology,resnext101_32x8d,pca,1,IQR+CI,0.514,0.9333333333333333,0.35,0.509090909090909,0.6428571428571429
plantpathology,resnext101_32x8d,pca,1,IsolationForest,0.572,0.9195402298850575,0.4444444444444444,0.599250936329588,0.6722222222222223
plantpathology,resnext101_32x8d,pca,1,OneClassSVM,0.526,0.8819875776397516,0.39444444444444443,0.54510556621881,0.6293650793650793
plantpathology,resnext101_32x8d,pca,1,LOF,0.53,0.9432624113475178,0.36944444444444446,0.530938123752495,0.6561507936507937
plantpathology,resnext101_32x8d,pca,1,GMM,0.324,0.9230769230769231,0.06666666666666667,0.12435233160621761,0.5261904761904762
plantpathology,resnext101_64x4d,tsne,2,IQR+CI,0.684,0.9130434782608695,0.603448275862069,0.726643598615917,0.735934664246824
plantpathology,resnext101_64x4d,tsne,2,IsolationForest,0.698,0.9301310043668122,0.6120689655172413,0.7383015597920277,0.7534029038112522
plantpathology,resnext101_64x4d,tsne,2,OneClassSVM,0.498,0.8439716312056738,0.34195402298850575,0.4867075664621677,0.5986085904416212
plantpathology,resnext101_64x4d,tsne,2,LOF,0.334,1.0,0.04310344827586207,0.08264462809917356,0.521551724137931
plantpathology,resnext101_64x4d,tsne,2,GMM,0.46,0.975609756097561,0.22988505747126436,0.37209302325581395,0.608363581367211
plantpathology,resnext101_64x4d,tsne,1,IQR+CI,0.328,1.0,0.034482758620689655,0.06666666666666667,0.5172413793103449
plantpathology,resnext101_64x4d,tsne,1,IsolationForest,0.746,0.9367588932806324,0.6810344827586207,0.7886855241264559,0.7878856624319419
plantpathology,resnext101_64x4d,tsne,1,OneClassSVM,0.536,0.8918918918918919,0.3793103448275862,0.532258064516129,0.6370235934664247
plantpathology,resnext101_64x4d,tsne,1,LOF,0.712,0.925,0.6379310344827587,0.7551020408163265,0.7597549909255898
plantpathology,resnext101_64x4d,tsne,1,GMM,0.326,0.8666666666666667,0.03735632183908046,0.07162534435261708,0.5120992135511191
plantpathology,resnext101_64x4d,umap,2,IQR+CI,0.46,0.9875,0.22701149425287356,0.3691588785046729,0.6102162734422263
plantpathology,resnext101_64x4d,umap,2,IsolationForest,0.61,0.9135135135135135,0.48563218390804597,0.6341463414634146,0.6901845130066545
plantpathology,resnext101_64x4d,umap,2,OneClassSVM,0.546,0.8711656441717791,0.40804597701149425,0.5557729941291585,0.634944041137326
plantpathology,resnext101_64x4d,umap,2,LOF,0.52,0.9576271186440678,0.32471264367816094,0.48497854077253216,0.6459089534180278
plantpathology,resnext101_64x4d,umap,2,GMM,0.468,0.9767441860465116,0.2413793103448276,0.3870967741935484,0.6141107078039928
plantpathology,resnext101_64x4d,umap,1,IQR+CI,0.394,0.9411764705882353,0.13793103448275862,0.24060150375939848,0.5590970961887478
plantpathology,resnext101_64x4d,umap,1,IsolationForest,0.742,0.9362549800796812,0.6752873563218391,0.7846410684474123,0.7850120992135511
plantpathology,resnext101_64x4d,umap,1,OneClassSVM,0.722,0.9409282700421941,0.6408045977011494,0.7623931623931623,0.7743496672716274
plantpathology,resnext101_64x4d,umap,1,LOF,0.552,0.9920634920634921,0.35919540229885055,0.5274261603375527,0.6763082274652148
plantpathology,resnext101_64x4d,umap,1,GMM,0.342,0.9130434782608695,0.0603448275862069,0.11320754716981132,0.5235934664246823
plantpathology,resnext101_64x4d,pca,2,IQR+CI,0.312,0.6666666666666666,0.022988505747126436,0.044444444444444446,0.4983363581367211
plantpathology,resnext101_64x4d,pca,2,IsolationForest,0.336,0.6666666666666666,0.09195402298850575,0.16161616161616163,0.4933454325468844
plantpathology,resnext101_64x4d,pca,2,OneClassSVM,0.372,0.7073170731707317,0.16666666666666666,0.26976744186046514,0.5043859649122807
plantpathology,resnext101_64x4d,pca,2,LOF,0.312,0.7,0.020114942528735632,0.03910614525139665,0.5001890502117363
plantpathology,resnext101_64x4d,pca,2,GMM,0.3,0.0,0.0,0.0,0.4934210526315789
plantpathology,resnext101_64x4d,pca,1,IQR+CI,0.312,0.6666666666666666,0.022988505747126436,0.044444444444444446,0.4983363581367211
plantpathology,resnext101_64x4d,pca,1,IsolationForest,0.336,0.6666666666666666,0.09195402298850575,0.16161616161616163,0.4933454325468844
plantpathology,resnext101_64x4d,pca,1,OneClassSVM,0.366,0.6962025316455697,0.15804597701149425,0.2576112412177986,0.5000756200846945
plantpathology,resnext101_64x4d,pca,1,LOF,0.312,0.7,0.020114942528735632,0.03910614525139665,0.5001890502117363
plantpathology,resnext101_64x4d,pca,1,GMM,0.3,0.0,0.0,0.0,0.4934210526315789
plantpathology,resnext50_32x4d,tsne,2,IQR+CI,0.586,0.9341317365269461,0.4431818181818182,0.6011560693641619,0.6844287469287469
plantpathology,resnext50_32x4d,tsne,2,IsolationForest,0.652,0.9278846153846154,0.5482954545454546,0.6892857142857143,0.7234720515970516
plantpathology,resnext50_32x4d,tsne,2,OneClassSVM,0.548,0.8888888888888888,0.4090909090909091,0.5603112840466926,0.6437346437346437
plantpathology,resnext50_32x4d,tsne,2,LOF,0.566,0.9411764705882353,0.4090909090909091,0.5702970297029702,0.6741400491400491
plantpathology,resnext50_32x4d,tsne,2,GMM,0.38,0.9565217391304348,0.125,0.22110552763819097,0.5557432432432433
plantpathology,resnext50_32x4d,tsne,1,IQR+CI,0.384,1.0,0.125,0.2222222222222222,0.5625
plantpathology,resnext50_32x4d,tsne,1,IsolationForest,0.798,0.9466192170818505,0.7556818181818182,0.8404423380726699,0.8271652334152335
plantpathology,resnext50_32x4d,tsne,1,OneClassSVM,0.754,0.9455252918287937,0.6903409090909091,0.7980295566502463,0.7978731572481572
plantpathology,resnext50_32x4d,tsne,1,LOF,0.756,0.952755905511811,0.6875,0.7986798679867987,0.8032094594594594
plantpathology,resnext50_32x4d,tsne,1,GMM,0.492,0.9803921568627451,0.2840909090909091,0.44052863436123346,0.6352886977886979
plantpathology,resnext50_32x4d,umap,2,IQR+CI,0.474,0.9320388349514563,0.2727272727272727,0.421978021978022,0.6127149877149877
plantpathology,resnext50_32x4d,umap,2,IsolationForest,0.546,0.9032258064516129,0.3977272727272727,0.5522682445759369,0.6481879606879607
plantpathology,resnext50_32x4d,umap,2,OneClassSVM,0.492,0.85,0.3380681818181818,0.483739837398374,0.598088144963145
plantpathology,resnext50_32x4d,umap,2,LOF,0.476,0.95,0.26988636363636365,0.42035398230088494,0.61805128992629
plantpathology,resnext50_32x4d,umap,2,GMM,0.458,0.9764705882352941,0.23579545454545456,0.37986270022883295,0.6111409705159706
plantpathology,resnext50_32x4d,umap,1,IQR+CI,0.426,0.9012345679012346,0.20738636363636365,0.3371824480369515,0.5766661547911549
plantpathology,resnext50_32x4d,umap,1,IsolationForest,0.696,0.9347826086956522,0.6107954545454546,0.738831615120275,0.7547220515970516
plantpathology,resnext50_32x4d,umap,1,OneClassSVM,0.52,0.8589743589743589,0.3806818181818182,0.5275590551181102,0.6160165847665847
plantpathology,resnext50_32x4d,umap,1,LOF,0.752,0.9222222222222223,0.7073863636363636,0.8006430868167203,0.7827472358722359
plantpathology,resnext50_32x4d,umap,1,GMM,0.312,0.8333333333333334,0.028409090909090908,0.054945054945054944,0.5074477886977887
plantpathology,resnext50_32x4d,pca,2,IQR+CI,0.524,0.9672131147540983,0.3352272727272727,0.4978902953586498,0.6541001228501229
plantpathology,resnext50_32x4d,pca,2,IsolationForest,0.572,0.9107142857142857,0.4346590909090909,0.5884615384615385,0.6666538697788698
plantpathology,resnext50_32x4d,pca,2,OneClassSVM,0.556,0.8611111111111112,0.4403409090909091,0.5827067669172933,0.6357109950859952
plantpathology,resnext50_32x4d,pca,2,LOF,0.546,0.9629629629629629,0.3693181818181818,0.5338809034907598,0.667767199017199
plantpathology,resnext50_32x4d,pca,2,GMM,0.484,0.9795918367346939,0.2727272727272727,0.4266666666666667,0.6296068796068797
plantpathology,resnext50_32x4d,pca,1,IQR+CI,0.524,0.9672131147540983,0.3352272727272727,0.4978902953586498,0.6541001228501229
plantpathology,resnext50_32x4d,pca,1,IsolationForest,0.572,0.9107142857142857,0.4346590909090909,0.5884615384615385,0.6666538697788698
plantpathology,resnext50_32x4d,pca,1,OneClassSVM,0.556,0.8611111111111112,0.4403409090909091,0.5827067669172933,0.6357109950859952
plantpathology,resnext50_32x4d,pca,1,LOF,0.546,0.9629629629629629,0.3693181818181818,0.5338809034907598,0.667767199017199
plantpathology,resnext50_32x4d,pca,1,GMM,0.484,0.9795918367346939,0.2727272727272727,0.4266666666666667,0.6296068796068797
plantpathology,shufflenet_v2_x0_5,tsne,2,IQR+CI,0.306,0.9230769230769231,0.0335195530726257,0.0646900269541779,0.5132386497757495
plantpathology,shufflenet_v2_x0_5,tsne,2,IsolationForest,0.43,0.8543689320388349,0.24581005586592178,0.38177874186550975,0.5700881265245101
plantpathology,shufflenet_v2_x0_5,tsne,2,OneClassSVM,0.452,0.875,0.2737430167597765,0.41702127659574467,0.587575733732001
plantpathology,shufflenet_v2_x0_5,tsne,2,LOF,0.318,0.84,0.05865921787709497,0.10966057441253264,0.515245101896294
plantpathology,shufflenet_v2_x0_5,tsne,2,GMM,0.32,0.9090909090909091,0.055865921787709494,0.10526315789473684,0.520890707372728
plantpathology,shufflenet_v2_x0_5,tsne,1,IQR+CI,0.358,0.9302325581395349,0.11173184357541899,0.19950124688279303,0.5453025415060194
plantpathology,shufflenet_v2_x0_5,tsne,1,IsolationForest,0.83,0.9504950495049505,0.8044692737430168,0.8714069591527988,0.8494177354630578
plantpathology,shufflenet_v2_x0_5,tsne,1,OneClassSVM,0.622,0.9246231155778895,0.5139664804469274,0.6606822262118492,0.7041663388150131
plantpathology,shufflenet_v2_x0_5,tsne,1,LOF,0.592,0.9695121951219512,0.4441340782122905,0.6091954022988506,0.7044614053033283
plantpathology,shufflenet_v2_x0_5,tsne,1,GMM,0.304,0.8571428571428571,0.0335195530726257,0.06451612903225806,0.5097175230151861
plantpathology,shufflenet_v2_x0_5,umap,2,IQR+CI,0.284,0.0,0.0,0.0,0.5
plantpathology,shufflenet_v2_x0_5,umap,2,IsolationForest,0.474,0.88,0.30726256983240224,0.4554865424430642,0.6008143835077505
plantpathology,shufflenet_v2_x0_5,umap,2,OneClassSVM,0.328,0.7037037037037037,0.10614525139664804,0.18446601941747573,0.49673459752931
plantpathology,shufflenet_v2_x0_5,umap,2,LOF,0.31,1.0,0.036312849162011177,0.07008086253369272,0.5181564245810056
plantpathology,shufflenet_v2_x0_5,umap,2,GMM,0.296,0.8,0.0223463687150838,0.043478260869565216,0.5041309308364151
plantpathology,shufflenet_v2_x0_5,umap,1,IQR+CI,0.372,0.9782608695652174,0.12569832402234637,0.22277227722772278,0.5593280352506098
plantpathology,shufflenet_v2_x0_5,umap,1,IsolationForest,0.76,0.9440298507462687,0.7067039106145251,0.8083067092651757,0.800535053898812
plantpathology,shufflenet_v2_x0_5,umap,1,OneClassSVM,0.756,0.943609022556391,0.7011173184357542,0.8044871794871795,0.7977417578094265
plantpathology,shufflenet_v2_x0_5,umap,1,LOF,0.744,0.9752066115702479,0.659217877094972,0.7866666666666666,0.8084821779841058
plantpathology,shufflenet_v2_x0_5,umap,1,GMM,0.476,0.98,0.2737430167597765,0.4279475982532751,0.6298292548587615
plantpathology,shufflenet_v2_x0_5,pca,2,IQR+CI,0.368,0.9375,0.12569832402234637,0.22167487684729065,0.5522857817294831
plantpathology,shufflenet_v2_x0_5,pca,2,IsolationForest,0.452,0.868421052631579,0.276536312849162,0.4194915254237288,0.5854512550161303
plantpathology,shufflenet_v2_x0_5,pca,2,OneClassSVM,0.378,0.7582417582417582,0.19273743016759776,0.30734966592427615,0.5189039263514045
plantpathology,shufflenet_v2_x0_5,pca,2,LOF,0.358,0.9302325581395349,0.11173184357541899,0.19950124688279303,0.5453025415060194
plantpathology,shufflenet_v2_x0_5,pca,2,GMM,0.344,0.9411764705882353,0.0893854748603352,0.16326530612244897,0.5376504839090408
plantpathology,shufflenet_v2_x0_5,pca,1,IQR+CI,0.368,0.9375,0.12569832402234637,0.22167487684729065,0.5522857817294831
plantpathology,shufflenet_v2_x0_5,pca,1,IsolationForest,0.452,0.868421052631579,0.276536312849162,0.4194915254237288,0.5854512550161303
plantpathology,shufflenet_v2_x0_5,pca,1,OneClassSVM,0.39,0.7849462365591398,0.20391061452513967,0.3237250554323725,0.5315327720513022
plantpathology,shufflenet_v2_x0_5,pca,1,LOF,0.358,0.9302325581395349,0.11173184357541899,0.19950124688279303,0.5453025415060194
plantpathology,shufflenet_v2_x0_5,pca,1,GMM,0.344,0.9411764705882353,0.0893854748603352,0.16326530612244897,0.5376504839090408
plantpathology,shufflenet_v2_x1_0,tsne,2,IQR+CI,0.84,0.9705882352941176,0.8070652173913043,0.8813056379821959,0.869441699604743
plantpathology,shufflenet_v2_x1_0,tsne,2,IsolationForest,0.87,0.9577039274924471,0.8614130434782609,0.9070100143061517,0.8776762187088274
plantpathology,shufflenet_v2_x1_0,tsne,2,OneClassSVM,0.816,0.9259259259259259,0.8152173913043478,0.8670520231213873,0.8166996047430829
plantpathology,shufflenet_v2_x1_0,tsne,2,LOF,0.868,0.9603658536585366,0.8559782608695652,0.9051724137931034,0.8787467061923583
plantpathology,shufflenet_v2_x1_0,tsne,2,GMM,0.686,0.9906976744186047,0.5788043478260869,0.7307032590051458,0.7818264163372859
plantpathology,shufflenet_v2_x1_0,tsne,1,IQR+CI,0.844,0.967741935483871,0.8152173913043478,0.8849557522123894,0.8697299077733859
plantpathology,shufflenet_v2_x1_0,tsne,1,IsolationForest,0.882,0.9584569732937686,0.8777173913043478,0.9163120567375886,0.8858283926218709
plantpathology,shufflenet_v2_x1_0,tsne,1,OneClassSVM,0.722,0.8961937716262975,0.7038043478260869,0.7884322678843226,0.7382658102766798
plantpathology,shufflenet_v2_x1_0,tsne,1,LOF,0.864,0.9601226993865031,0.8505434782608695,0.9020172910662824,0.8760293148880106
plantpathology,shufflenet_v2_x1_0,tsne,1,GMM,0.654,0.9899497487437185,0.5353260869565217,0.6948853615520282,0.7600872859025033
plantpathology,shufflenet_v2_x1_0,umap,2,IQR+CI,0.576,0.9814814814814815,0.4320652173913043,0.6,0.7046689723320158
plantpathology,shufflenet_v2_x1_0,umap,2,IsolationForest,0.618,0.9317073170731708,0.5190217391304348,0.6666666666666666,0.7064805665349144
plantpathology,shufflenet_v2_x1_0,umap,2,OneClassSVM,0.604,0.8728070175438597,0.5407608695652174,0.6677852348993288,0.6605319499341238
plantpathology,shufflenet_v2_x1_0,umap,2,LOF,0.57,0.9693251533742331,0.42934782608695654,0.5951035781544256,0.6957345191040845
plantpathology,shufflenet_v2_x1_0,umap,2,GMM,0.574,0.9874213836477987,0.4266304347826087,0.5958254269449715,0.7057394598155468
plantpathology,shufflenet_v2_x1_0,umap,1,IQR+CI,0.83,0.9796610169491525,0.7853260869565217,0.8717948717948718,0.8699357707509882
plantpathology,shufflenet_v2_x1_0,umap,1,IsolationForest,0.866,0.9574468085106383,0.8559782608695652,0.9038737446197992,0.8749588274044795
plantpathology,shufflenet_v2_x1_0,umap,1,OneClassSVM,0.816,0.9259259259259259,0.8152173913043478,0.8670520231213873,0.8166996047430829
plantpathology,shufflenet_v2_x1_0,umap,1,LOF,0.858,0.9684542586750788,0.8342391304347826,0.8963503649635036,0.8792407773386034
plantpathology,shufflenet_v2_x1_0,umap,1,GMM,0.736,0.9916666666666667,0.6467391304347826,0.7828947368421053,0.8157938076416338
plantpathology,shufflenet_v2_x1_0,pca,2,IQR+CI,0.52,0.9383561643835616,0.37228260869565216,0.5330739299610895,0.652050395256917
plantpathology,shufflenet_v2_x1_0,pca,2,IsolationForest,0.524,0.9113924050632911,0.391304347826087,0.5475285171102662,0.6426218708827404
plantpathology,shufflenet_v2_x1_0,pca,2,OneClassSVM,0.542,0.9112426035502958,0.41847826086956524,0.5735567970204841,0.6524209486166007
plantpathology,shufflenet_v2_x1_0,pca,2,LOF,0.5,0.9338235294117647,0.3451086956521739,0.503968253968254,0.6384634387351779
plantpathology,shufflenet_v2_x1_0,pca,2,GMM,0.454,0.9797979797979798,0.26358695652173914,0.41541755888650966,0.624217720685112
plantpathology,shufflenet_v2_x1_0,pca,1,IQR+CI,0.52,0.9383561643835616,0.37228260869565216,0.5330739299610895,0.652050395256917
