Dataset,Model,DimReduction,Dimensions,ClusterizationMethod,CohenK
plantvillage,shufflenet_v2_x1_0,umap,1,KMeans,0.890300090197704
plantvillage,shufflenet_v2_x1_0,umap,1,Hierarchical,0.94140396109223
plantvillage,shufflenet_v2_x1_0,umap,1,GMM,0.94140396109223
plantvillage,shufflenet_v2_x1_0,umap,1,DBSCAN,0.416380479445123
plantvillage,shufflenet_v2_x1_0,pca,2,KMeans,0.530997412170118
plantvillage,shufflenet_v2_x1_0,pca,2,Hierarchical,0.52494219576368
plantvillage,shufflenet_v2_x1_0,pca,2,GMM,0.572832123024349
plantvillage,shufflenet_v2_x1_0,pca,2,DBSCAN,0.572167431483406
plantvillage,shufflenet_v2_x1_0,pca,1,KMeans,0.530997412170118
plantvillage,shufflenet_v2_x1_0,pca,1,Hierarchical,0.52494219576368
plantvillage,shufflenet_v2_x1_0,pca,1,GMM,0.572832123024349
plantvillage,shufflenet_v2_x1_0,pca,1,DBSCAN,0.572167431483406
plantvillage,shufflenet_v2_x1_5,tsne,2,KMeans,0.417344913603175
plantvillage,shufflenet_v2_x1_5,tsne,2,Hierarchical,0.41117485191922
plantvillage,shufflenet_v2_x1_5,tsne,2,GMM,0.431460782890599
plantvillage,shufflenet_v2_x1_5,tsne,2,DBSCAN,0.486504603009637
plantvillage,shufflenet_v2_x1_5,tsne,1,KMeans,0.271575096361142
plantvillage,shufflenet_v2_x1_5,tsne,1,Hierarchical,0.271356127143455
plantvillage,shufflenet_v2_x1_5,tsne,1,GMM,0.250399350564328
plantvillage,shufflenet_v2_x1_5,tsne,1,DBSCAN,0.294012152359539
plantvillage,shufflenet_v2_x1_5,umap,2,KMeans,0.527056453808046
plantvillage,shufflenet_v2_x1_5,umap,2,Hierarchical,0.521449904968775
plantvillage,shufflenet_v2_x1_5,umap,2,GMM,0.52601786810339
plantvillage,shufflenet_v2_x1_5,umap,2,DBSCAN,0.555850182300298
plantvillage,shufflenet_v2_x1_5,umap,1,KMeans,0.737905560668767
plantvillage,shufflenet_v2_x1_5,umap,1,Hierarchical,0.585331554465799
plantvillage,shufflenet_v2_x1_5,umap,1,GMM,0.721168518393686
plantvillage,shufflenet_v2_x1_5,umap,1,DBSCAN,0.699836786252525
plantvillage,shufflenet_v2_x1_5,pca,2,KMeans,0.245443261253021
plantvillage,shufflenet_v2_x1_5,pca,2,Hierarchical,0.231823139748331
plantvillage,shufflenet_v2_x1_5,pca,2,GMM,0.248031804985222
plantvillage,shufflenet_v2_x1_5,pca,2,DBSCAN,0.280650814826441
plantvillage,shufflenet_v2_x1_5,pca,1,KMeans,0.245443261253021
plantvillage,shufflenet_v2_x1_5,pca,1,Hierarchical,0.231823139748331
plantvillage,shufflenet_v2_x1_5,pca,1,GMM,0.248031804985222
plantvillage,shufflenet_v2_x1_5,pca,1,DBSCAN,0.280650814826441
plantvillage,shufflenet_v2_x2_0,tsne,2,KMeans,0.414276998169616
plantvillage,shufflenet_v2_x2_0,tsne,2,Hierarchical,0.452872419796071
plantvillage,shufflenet_v2_x2_0,tsne,2,GMM,0.418995780074613
plantvillage,shufflenet_v2_x2_0,tsne,2,DBSCAN,0.475073673870334
plantvillage,shufflenet_v2_x2_0,tsne,1,KMeans,0.733284839667818
plantvillage,shufflenet_v2_x2_0,tsne,1,Hierarchical,0.569990850869167
plantvillage,shufflenet_v2_x2_0,tsne,1,GMM,0.715444693346249
plantvillage,shufflenet_v2_x2_0,tsne,1,DBSCAN,0.478194962686567
plantvillage,shufflenet_v2_x2_0,umap,2,KMeans,0.604993366300808
plantvillage,shufflenet_v2_x2_0,umap,2,Hierarchical,0.551582823543387
plantvillage,shufflenet_v2_x2_0,umap,2,GMM,0.597283164031977
plantvillage,shufflenet_v2_x2_0,umap,2,DBSCAN,0.432829914924487
plantvillage,shufflenet_v2_x2_0,umap,1,KMeans,0.785355825624282
plantvillage,shufflenet_v2_x2_0,umap,1,Hierarchical,0.470151889791593
plantvillage,shufflenet_v2_x2_0,umap,1,GMM,0.76997578692494
plantvillage,shufflenet_v2_x2_0,umap,1,DBSCAN,0.823299646599293
plantvillage,shufflenet_v2_x2_0,pca,2,KMeans,0.306509649983644
plantvillage,shufflenet_v2_x2_0,pca,2,Hierarchical,0.241832617467135
plantvillage,shufflenet_v2_x2_0,pca,2,GMM,0.299325518957501
plantvillage,shufflenet_v2_x2_0,pca,2,DBSCAN,0.323181049069374
plantvillage,shufflenet_v2_x2_0,pca,1,KMeans,0.306509649983644
plantvillage,shufflenet_v2_x2_0,pca,1,Hierarchical,0.241832617467135
plantvillage,shufflenet_v2_x2_0,pca,1,GMM,0.299325518957501
plantvillage,shufflenet_v2_x2_0,pca,1,DBSCAN,0.323181049069374
plantvillage,swin_b,tsne,2,KMeans,0.752870618727585
plantvillage,swin_b,tsne,2,Hierarchical,0.633175270645075
plantvillage,swin_b,tsne,2,GMM,0.738787372921558
plantvillage,swin_b,tsne,2,DBSCAN,0.703165443708295
plantvillage,swin_b,tsne,1,KMeans,0.786702236321905
plantvillage,swin_b,tsne,1,Hierarchical,0.717588023353984
plantvillage,swin_b,tsne,1,GMM,0.789140113382373
plantvillage,swin_b,tsne,1,DBSCAN,0.646505278041883
plantvillage,swin_b,umap,2,KMeans,0.657104368857729
plantvillage,swin_b,umap,2,Hierarchical,0.567070934224847
plantvillage,swin_b,umap,2,GMM,0.644413926712484
plantvillage,swin_b,umap,2,DBSCAN,0.383606557377049
plantvillage,swin_b,umap,1,KMeans,0.772808800669616
plantvillage,swin_b,umap,1,Hierarchical,0.767089091408574
plantvillage,swin_b,umap,1,GMM,0.754778822459868
plantvillage,swin_b,umap,1,DBSCAN,0.817436072197948
plantvillage,swin_b,pca,2,KMeans,0.647912539087676
plantvillage,swin_b,pca,2,Hierarchical,0.434464404524285
plantvillage,swin_b,pca,2,GMM,0.661682724262438
plantvillage,swin_b,pca,2,DBSCAN,0.372139309729957
plantvillage,swin_b,pca,1,KMeans,0.647912539087676
plantvillage,swin_b,pca,1,Hierarchical,0.434464404524285
plantvillage,swin_b,pca,1,GMM,0.661682724262438
plantvillage,swin_b,pca,1,DBSCAN,0.372139309729957
plantvillage,swin_s,tsne,2,KMeans,0.687267773098836
plantvillage,swin_s,tsne,2,Hierarchical,0.614145859242961
plantvillage,swin_s,tsne,2,GMM,0.77660504419335
plantvillage,swin_s,tsne,2,DBSCAN,0.480962950315861
plantvillage,swin_s,tsne,1,KMeans,0.578960031277255
plantvillage,swin_s,tsne,1,Hierarchical,0.397959183673469
plantvillage,swin_s,tsne,1,GMM,0.615221474883355
plantvillage,swin_s,tsne,1,DBSCAN,0.530821917808219
plantvillage,swin_s,umap,2,KMeans,0.587235518557059
plantvillage,swin_s,umap,2,Hierarchical,0.487179487179487
plantvillage,swin_s,umap,2,GMM,0.594313453536755
plantvillage,swin_s,umap,2,DBSCAN,0.664584423177524
plantvillage,swin_s,umap,1,KMeans,0.720966910315125
plantvillage,swin_s,umap,1,Hierarchical,0.60655737704918
plantvillage,swin_s,umap,1,GMM,0.755269356664321
plantvillage,swin_s,umap,1,DBSCAN,0.846960372504966
plantvillage,swin_s,pca,2,KMeans,0.301652188724238
plantvillage,swin_s,pca,2,Hierarchical,0.307863628576324
plantvillage,swin_s,pca,2,GMM,0.304466416638254
plantvillage,swin_s,pca,2,DBSCAN,0.384746989537409
plantvillage,swin_s,pca,1,KMeans,0.301652188724238
plantvillage,swin_s,pca,1,Hierarchical,0.307863628576324
plantvillage,swin_s,pca,1,GMM,0.304466416638254
plantvillage,swin_s,pca,1,DBSCAN,0.384746989537409
plantvillage,swin_t,tsne,2,KMeans,0.779400210325279
plantvillage,swin_t,tsne,2,Hierarchical,0.397311395922148
plantvillage,swin_t,tsne,2,GMM,0.769995278850461
plantvillage,swin_t,tsne,2,DBSCAN,0.608255861544758
plantvillage,swin_t,tsne,1,KMeans,0.835760429212745
plantvillage,swin_t,tsne,1,Hierarchical,0.897525711730511
plantvillage,swin_t,tsne,1,GMM,0.902811567304557
plantvillage,swin_t,tsne,1,DBSCAN,0.333242152773029
plantvillage,swin_t,umap,2,KMeans,0.808092313787639
plantvillage,swin_t,umap,2,Hierarchical,0.665019422727049
plantvillage,swin_t,umap,2,GMM,0.773764070015372
plantvillage,swin_t,umap,2,DBSCAN,0.688395114994187
plantvillage,swin_t,umap,1,KMeans,0.941056027796736
plantvillage,swin_t,umap,1,Hierarchical,0.842594535869928
plantvillage,swin_t,umap,1,GMM,0.950157626506174
plantvillage,swin_t,umap,1,DBSCAN,0.411881318971784
plantvillage,swin_t,pca,2,KMeans,0.618754841208366
plantvillage,swin_t,pca,2,Hierarchical,0.600091407678245
plantvillage,swin_t,pca,2,GMM,0.644860493917098
plantvillage,swin_t,pca,2,DBSCAN,0.463077276349736
plantvillage,swin_t,pca,1,KMeans,0.618754841208366
plantvillage,swin_t,pca,1,Hierarchical,0.600091407678245
plantvillage,swin_t,pca,1,GMM,0.644860493917098
plantvillage,swin_t,pca,1,DBSCAN,0.463077276349736
plantvillage,swin_v2_b,tsne,2,KMeans,0.559489722418997
plantvillage,swin_v2_b,tsne,2,Hierarchical,0.621060545430293
plantvillage,swin_v2_b,tsne,2,GMM,0.465999634631329
plantvillage,swin_v2_b,tsne,2,DBSCAN,0.680183816680122
plantvillage,swin_v2_b,tsne,1,KMeans,0.740670230162798
plantvillage,swin_v2_b,tsne,1,Hierarchical,0.622754070746772
plantvillage,swin_v2_b,tsne,1,GMM,0.748680573008294
plantvillage,swin_v2_b,tsne,1,DBSCAN,0.798698040867395
plantvillage,swin_v2_b,umap,2,KMeans,0.617546827193353
plantvillage,swin_v2_b,umap,2,Hierarchical,0.642200279962588
plantvillage,swin_v2_b,umap,2,GMM,0.642823573644139
plantvillage,swin_v2_b,umap,2,DBSCAN,0.220310415989277
plantvillage,swin_v2_b,umap,1,KMeans,0.713030817469476
plantvillage,swin_v2_b,umap,1,Hierarchical,0.531327084361125
plantvillage,swin_v2_b,umap,1,GMM,0.7187749473837
plantvillage,swin_v2_b,umap,1,DBSCAN,0.398358099846678
plantvillage,swin_v2_b,pca,2,KMeans,0.54667695832491
plantvillage,swin_v2_b,pca,2,Hierarchical,0.285719413356688
plantvillage,swin_v2_b,pca,2,GMM,0.528611746387037
plantvillage,swin_v2_b,pca,2,DBSCAN,0.492948445828027
plantvillage,swin_v2_b,pca,1,KMeans,0.54667695832491
plantvillage,swin_v2_b,pca,1,Hierarchical,0.285719413356688
plantvillage,swin_v2_b,pca,1,GMM,0.528611746387037
plantvillage,swin_v2_b,pca,1,DBSCAN,0.492948445828027
plantvillage,swin_v2_s,tsne,2,KMeans,0.637997678398334
plantvillage,swin_v2_s,tsne,2,Hierarchical,0.560227328642425
plantvillage,swin_v2_s,tsne,2,GMM,0.623579460583392
plantvillage,swin_v2_s,tsne,2,DBSCAN,0.664153363912523
plantvillage,swin_v2_s,tsne,1,KMeans,0.689652291201642
plantvillage,swin_v2_s,tsne,1,Hierarchical,0.629651753180814
plantvillage,swin_v2_s,tsne,1,GMM,0.678816140083746
plantvillage,swin_v2_s,tsne,1,DBSCAN,0.565534739842202
plantvillage,swin_v2_s,umap,2,KMeans,0.632879548381661
plantvillage,swin_v2_s,umap,2,Hierarchical,0.604235875418251
plantvillage,swin_v2_s,umap,2,GMM,0.546149436269826
plantvillage,swin_v2_s,umap,2,DBSCAN,0.391935420254796
plantvillage,swin_v2_s,umap,1,KMeans,0.768646491839531
plantvillage,swin_v2_s,umap,1,Hierarchical,0.796560351738043
plantvillage,swin_v2_s,umap,1,GMM,0.800536737506347
plantvillage,swin_v2_s,umap,1,DBSCAN,0.383412483929368
plantvillage,swin_v2_s,pca,2,KMeans,0.470902634127677
plantvillage,swin_v2_s,pca,2,Hierarchical,0.485734456400019
plantvillage,swin_v2_s,pca,2,GMM,0.473280980655047
plantvillage,swin_v2_s,pca,2,DBSCAN,0.389983000474137
plantvillage,swin_v2_s,pca,1,KMeans,0.470902634127677
plantvillage,swin_v2_s,pca,1,Hierarchical,0.485734456400019
plantvillage,swin_v2_s,pca,1,GMM,0.473280980655047
plantvillage,swin_v2_s,pca,1,DBSCAN,0.389983000474137
plantvillage,swin_v2_t,tsne,2,KMeans,0.601242444593687
plantvillage,swin_v2_t,tsne,2,Hierarchical,0.518093661305582
plantvillage,swin_v2_t,tsne,2,GMM,0.60411955589412
plantvillage,swin_v2_t,tsne,2,DBSCAN,0.597630850447435
plantvillage,swin_v2_t,tsne,1,KMeans,0.635491023966465
plantvillage,swin_v2_t,tsne,1,Hierarchical,0.572911389422341
plantvillage,swin_v2_t,tsne,1,GMM,0.651634543055504
plantvillage,swin_v2_t,tsne,1,DBSCAN,0.576448093713885
plantvillage,swin_v2_t,umap,2,KMeans,0.658860354186741
plantvillage,swin_v2_t,umap,2,Hierarchical,0.656116932204201
plantvillage,swin_v2_t,umap,2,GMM,0.653232412007725
plantvillage,swin_v2_t,umap,2,DBSCAN,0.662686365782905
plantvillage,swin_v2_t,umap,1,KMeans,0.684798270893372
plantvillage,swin_v2_t,umap,1,Hierarchical,0.680763734760269
plantvillage,swin_v2_t,umap,1,GMM,0.669828310721575
plantvillage,swin_v2_t,umap,1,DBSCAN,0.72526809003961
plantvillage,swin_v2_t,pca,2,KMeans,0.303709330294974
plantvillage,swin_v2_t,pca,2,Hierarchical,0.277190143610123
plantvillage,swin_v2_t,pca,2,GMM,0.296816055530406
plantvillage,swin_v2_t,pca,2,DBSCAN,0.31256580169691
plantvillage,swin_v2_t,pca,1,KMeans,0.303709330294974
plantvillage,swin_v2_t,pca,1,Hierarchical,0.277190143610123
plantvillage,swin_v2_t,pca,1,GMM,0.296816055530406
plantvillage,swin_v2_t,pca,1,DBSCAN,0.31256580169691
plantvillage,vgg11,tsne,2,KMeans,0.169764560099133
plantvillage,vgg11,tsne,2,Hierarchical,0.0805379373516717
plantvillage,vgg11,tsne,2,GMM,0
plantvillage,vgg11,tsne,2,DBSCAN,0.298213986788395
plantvillage,vgg11,tsne,1,KMeans,0.304809643155508
plantvillage,vgg11,tsne,1,Hierarchical,0.305116489913751
plantvillage,vgg11,tsne,1,GMM,0.253013268510078
plantvillage,vgg11,tsne,1,DBSCAN,0.569596281311871
plantvillage,vgg11,umap,2,KMeans,0.124991353669503
plantvillage,vgg11,umap,2,Hierarchical,0.185006925692219
plantvillage,vgg11,umap,2,GMM,0.142991964248539
plantvillage,vgg11,umap,2,DBSCAN,0.33060324460545
plantvillage,vgg11,umap,1,KMeans,0.189015179654805
plantvillage,vgg11,umap,1,Hierarchical,0.209117963338085
plantvillage,vgg11,umap,1,GMM,0
plantvillage,vgg11,umap,1,DBSCAN,0.233585966107468
plantvillage,vgg11,pca,2,KMeans,0.248577539807916
plantvillage,vgg11,pca,2,Hierarchical,0.242672052109852
plantvillage,vgg11,pca,2,GMM,0.244776369891751
plantvillage,vgg11,pca,2,DBSCAN,0.278777782292471
plantvillage,vgg11,pca,1,KMeans,0.248577539807916
plantvillage,vgg11,pca,1,Hierarchical,0.242672052109852
plantvillage,vgg11,pca,1,GMM,0.244776369891751
plantvillage,vgg11,pca,1,DBSCAN,0.278777782292471
plantvillage,vgg11_bn,tsne,2,KMeans,0.197226905998294
plantvillage,vgg11_bn,tsne,2,Hierarchical,0.200290314776484
plantvillage,vgg11_bn,tsne,2,GMM,0.197226905998294
plantvillage,vgg11_bn,tsne,2,DBSCAN,0.238303913497255
plantvillage,vgg11_bn,tsne,1,KMeans,0.317666241315752
plantvillage,vgg11_bn,tsne,1,Hierarchical,0.252671195524106
plantvillage,vgg11_bn,tsne,1,GMM,0.296418771547175
plantvillage,vgg11_bn,tsne,1,DBSCAN,0.484804735003924
plantvillage,vgg11_bn,umap,2,KMeans,0.223983283726493
plantvillage,vgg11_bn,umap,2,Hierarchical,0.252505117982976
plantvillage,vgg11_bn,umap,2,GMM,0.230588314350032
plantvillage,vgg11_bn,umap,2,DBSCAN,0.205785497514044
plantvillage,vgg11_bn,umap,1,KMeans,0.287827998182734
plantvillage,vgg11_bn,umap,1,Hierarchical,0.384315510580436
plantvillage,vgg11_bn,umap,1,GMM,0.286276826146879
plantvillage,vgg11_bn,umap,1,DBSCAN,0.277085641704727
plantvillage,vgg11_bn,pca,2,KMeans,0.213440090353549
plantvillage,vgg11_bn,pca,2,Hierarchical,0.216975171727763
plantvillage,vgg11_bn,pca,2,GMM,0.213556405482251
plantvillage,vgg11_bn,pca,2,DBSCAN,0.281165227912907
plantvillage,vgg11_bn,pca,1,KMeans,0.213440090353549
plantvillage,vgg11_bn,pca,1,Hierarchical,0.216975171727763
plantvillage,vgg11_bn,pca,1,GMM,0.213556405482251
plantvillage,vgg11_bn,pca,1,DBSCAN,0.281165227912907
plantvillage,vgg13,tsne,2,KMeans,0.159717767799872
plantvillage,vgg13,tsne,2,Hierarchical,0
plantvillage,vgg13,tsne,2,GMM,0.170020765503628
plantvillage,vgg13,tsne,2,DBSCAN,0.207005930216522
plantvillage,vgg13,tsne,1,KMeans,0.243004982752012
plantvillage,vgg13,tsne,1,Hierarchical,0.0876851210360604
plantvillage,vgg13,tsne,1,GMM,0.275277539453501
plantvillage,vgg13,tsne,1,DBSCAN,0.620601044463007
plantvillage,vgg13,umap,2,KMeans,0.178114359516262
plantvillage,vgg13,umap,2,Hierarchical,0.172231691301797
plantvillage,vgg13,umap,2,GMM,0.172632482656438
plantvillage,vgg13,umap,2,DBSCAN,0.175503047507723
plantvillage,vgg13,umap,1,KMeans,0.308747486354496
plantvillage,vgg13,umap,1,Hierarchical,0.206622313986388
plantvillage,vgg13,umap,1,GMM,0.261485838667047
plantvillage,vgg13,umap,1,DBSCAN,0.184515621929652
plantvillage,vgg13,pca,2,KMeans,0.195083711294025
plantvillage,vgg13,pca,2,Hierarchical,0.221606489945155
plantvillage,vgg13,pca,2,GMM,0.195083711294025
plantvillage,vgg13,pca,2,DBSCAN,0.304720254194275
plantvillage,vgg13,pca,1,KMeans,0.195083711294025
plantvillage,vgg13,pca,1,Hierarchical,0.221606489945155
plantvillage,vgg13,pca,1,GMM,0.195083711294025
plantvillage,vgg13,pca,1,DBSCAN,0.304720254194275
plantvillage,vgg13_bn,tsne,2,KMeans,0.131554211451224
plantvillage,vgg13_bn,tsne,2,Hierarchical,0.180220582663388
plantvillage,vgg13_bn,tsne,2,GMM,0.122550453348932
plantvillage,vgg13_bn,tsne,2,DBSCAN,0.159473395916363
plantvillage,vgg13_bn,tsne,1,KMeans,0.29213882513118
plantvillage,vgg13_bn,tsne,1,Hierarchical,0.230389358850202
plantvillage,vgg13_bn,tsne,1,GMM,0.284813297040877
plantvillage,vgg13_bn,tsne,1,DBSCAN,0.500074182540655
plantvillage,vgg13_bn,umap,2,KMeans,0.169379803586678
plantvillage,vgg13_bn,umap,2,Hierarchical,0.194728153645868
plantvillage,vgg13_bn,umap,2,GMM,0.204329521724826
plantvillage,vgg13_bn,umap,2,DBSCAN,0.0970012503059612
plantvillage,vgg13_bn,umap,1,KMeans,0.145345709363061
plantvillage,vgg13_bn,umap,1,Hierarchical,0.170291661260474
plantvillage,vgg13_bn,umap,1,GMM,0.154726035801443
plantvillage,vgg13_bn,umap,1,DBSCAN,0.0896401043879347
plantvillage,vgg13_bn,pca,2,KMeans,0.145345709363061
plantvillage,vgg13_bn,pca,2,Hierarchical,0.101897494766696
plantvillage,vgg13_bn,pca,2,GMM,0.142110136717686
plantvillage,vgg13_bn,pca,2,DBSCAN,0.233355926849652
plantvillage,vgg13_bn,pca,1,KMeans,0.145345709363061
plantvillage,vgg13_bn,pca,1,Hierarchical,0.101897494766696
plantvillage,vgg13_bn,pca,1,GMM,0.142110136717686
plantvillage,vgg13_bn,pca,1,DBSCAN,0.233355926849652
plantvillage,vgg16,tsne,2,KMeans,0.247401990432727
plantvillage,vgg16,tsne,2,Hierarchical,0.223211286530064
plantvillage,vgg16,tsne,2,GMM,0.26009030339739
plantvillage,vgg16,tsne,2,DBSCAN,0.245985381626498
plantvillage,vgg16,tsne,1,KMeans,0.165535580731836
plantvillage,vgg16,tsne,1,Hierarchical,0.150461871341785
plantvillage,vgg16,tsne,1,GMM,0.151174440610041
plantvillage,vgg16,tsne,1,DBSCAN,0.31221398997603
plantvillage,vgg16,umap,2,KMeans,0.185077870336835
plantvillage,vgg16,umap,2,Hierarchical,0.201356638239185
plantvillage,vgg16,umap,2,GMM,0.203396967995508
plantvillage,vgg16,umap,2,DBSCAN,0.276311480778047
plantvillage,vgg16,umap,1,KMeans,0.226038201809062
plantvillage,vgg16,umap,1,Hierarchical,0.151679674244995
plantvillage,vgg16,umap,1,GMM,0.177723659164707
plantvillage,vgg16,umap,1,DBSCAN,0.180924645067346
plantvillage,vgg16,pca,2,KMeans,0.266295953042941
plantvillage,vgg16,pca,2,Hierarchical,0.291603996562097
plantvillage,vgg16,pca,2,GMM,0.267667521054559
plantvillage,vgg16,pca,2,DBSCAN,0.359414932304838
plantvillage,vgg16,pca,1,KMeans,0.266295953042941
plantvillage,vgg16,pca,1,Hierarchical,0.291603996562097
plantvillage,vgg16,pca,1,GMM,0.267667521054559
plantvillage,vgg16,pca,1,DBSCAN,0.359414932304838
plantvillage,vgg16_bn,tsne,2,KMeans,0.190288910360219
plantvillage,vgg16_bn,tsne,2,Hierarchical,0.221066212803338
plantvillage,vgg16_bn,tsne,2,GMM,0.195637355146558
plantvillage,vgg16_bn,tsne,2,DBSCAN,0.20550112409448
plantvillage,vgg16_bn,tsne,1,KMeans,0.345229353306898
plantvillage,vgg16_bn,tsne,1,Hierarchical,0.271813787840244
plantvillage,vgg16_bn,tsne,1,GMM,0.326054724356382
plantvillage,vgg16_bn,tsne,1,DBSCAN,0.525978822950012
plantvillage,vgg16_bn,umap,2,KMeans,0.210634226353198
plantvillage,vgg16_bn,umap,2,Hierarchical,0.221131053166272
plantvillage,vgg16_bn,umap,2,GMM,0.226112677994084
plantvillage,vgg16_bn,umap,2,DBSCAN,0.24266795346094
plantvillage,vgg16_bn,umap,1,KMeans,0.252110117881691
plantvillage,vgg16_bn,umap,1,Hierarchical,0.0889581730574564
plantvillage,vgg16_bn,umap,1,GMM,0.195205903474234
plantvillage,vgg16_bn,umap,1,DBSCAN,0.076408645354403
plantvillage,vgg16_bn,pca,2,KMeans,0.22792906555397
plantvillage,vgg16_bn,pca,2,Hierarchical,0.195770499368833
plantvillage,vgg16_bn,pca,2,GMM,0.22792906555397
plantvillage,vgg16_bn,pca,2,DBSCAN,0.253433517738695
plantvillage,vgg16_bn,pca,1,KMeans,0.22792906555397
plantvillage,vgg16_bn,pca,1,Hierarchical,0.195770499368833
plantvillage,vgg16_bn,pca,1,GMM,0.22792906555397
plantvillage,vgg16_bn,pca,1,DBSCAN,0.253433517738695
plantvillage,vgg19,tsne,2,KMeans,0.292485355046438
plantvillage,vgg19,tsne,2,Hierarchical,0.260305085786194
plantvillage,vgg19,tsne,2,GMM,0.278394715071587
plantvillage,vgg19,tsne,2,DBSCAN,0.212305037325629
plantvillage,vgg19,tsne,1,KMeans,0.170209148104064
plantvillage,vgg19,tsne,1,Hierarchical,0.390273143929792
plantvillage,vgg19,tsne,1,GMM,0.147938351635618
plantvillage,vgg19,tsne,1,DBSCAN,0.551761771125663
plantvillage,vgg19,umap,2,KMeans,0.164721105854483
plantvillage,vgg19,umap,2,Hierarchical,0.198685161695105
plantvillage,vgg19,umap,2,GMM,0.160239931448158
plantvillage,vgg19,umap,2,DBSCAN,0.197164220739017
plantvillage,vgg19,umap,1,KMeans,0.202509593427031
plantvillage,vgg19,umap,1,Hierarchical,0.267738563891375
plantvillage,vgg19,umap,1,GMM,0.206076856413329
plantvillage,vgg19,umap,1,DBSCAN,0
plantvillage,vgg19,pca,2,KMeans,0.125964010282776
plantvillage,vgg19,pca,2,Hierarchical,0.157958670955096
plantvillage,vgg19,pca,2,GMM,0.148076645620496
plantvillage,vgg19,pca,2,DBSCAN,0.187060060776938
plantvillage,vgg19,pca,1,KMeans,0.125964010282776
plantvillage,vgg19,pca,1,Hierarchical,0.157958670955096
plantvillage,vgg19,pca,1,GMM,0.148076645620496
plantvillage,vgg19,pca,1,DBSCAN,0.187060060776938
plantvillage,vgg19_bn,tsne,2,KMeans,0.310789545298579
plantvillage,vgg19_bn,tsne,2,Hierarchical,0.16612683141979
plantvillage,vgg19_bn,tsne,2,GMM,0.304219096965211
plantvillage,vgg19_bn,tsne,1,KMeans,0.0744131168884006
plantvillage,vgg19_bn,tsne,1,Hierarchical,0.101092989206306
plantvillage,vgg19_bn,tsne,1,GMM,0.209081604168605
plantvillage,vgg19_bn,tsne,1,DBSCAN,0.375274910912927
plantvillage,vgg19_bn,umap,2,KMeans,0.140496541602685
plantvillage,vgg19_bn,umap,2,Hierarchical,0.136307596428716
plantvillage,vgg19_bn,umap,2,GMM,0.130960221061994
plantvillage,vgg19_bn,umap,2,DBSCAN,0.266589921645809
plantvillage,vgg19_bn,umap,1,KMeans,0.266267847738744
plantvillage,vgg19_bn,umap,1,Hierarchical,0.329657975266483
plantvillage,vgg19_bn,umap,1,GMM,0.237039949762015
plantvillage,vgg19_bn,umap,1,DBSCAN,0.245605052056665
plantvillage,vgg19_bn,pca,2,KMeans,0.17700553463778
plantvillage,vgg19_bn,pca,2,Hierarchical,0.17700553463778
plantvillage,vgg19_bn,pca,2,GMM,0.183034580292597
plantvillage,vgg19_bn,pca,2,DBSCAN,0.277064883426713
plantvillage,vgg19_bn,pca,1,KMeans,0.17700553463778
plantvillage,vgg19_bn,pca,1,Hierarchical,0.17700553463778
plantvillage,vgg19_bn,pca,1,GMM,0.183034580292597
plantvillage,vgg19_bn,pca,1,DBSCAN,0.277064883426713
plantvillage,vit_b_16,tsne,2,KMeans,0.624207076932327
plantvillage,vit_b_16,tsne,2,Hierarchical,0.632429847891701
plantvillage,vit_b_16,tsne,2,GMM,0.632175590931018
plantvillage,vit_b_16,tsne,2,DBSCAN,0.706816516002932
plantvillage,vit_b_16,tsne,1,KMeans,0.821692080668962
plantvillage,vit_b_16,tsne,1,Hierarchical,0.564595013718239
plantvillage,vit_b_16,tsne,1,GMM,0.863600317208565
plantvillage,vit_b_16,tsne,1,DBSCAN,0.731062303899597
plantvillage,vit_b_16,umap,2,KMeans,0.848101265822785
plantvillage,vit_b_16,umap,2,Hierarchical,0.684883980010822
plantvillage,vit_b_16,umap,2,GMM,0.841621792841305
plantvillage,vit_b_16,umap,2,DBSCAN,0.848747439735308
plantvillage,vit_b_16,umap,1,KMeans,0.937003905757843
plantvillage,vit_b_16,umap,1,Hierarchical,0.93391654603814
plantvillage,vit_b_16,umap,1,GMM,0.952721656633152
plantvillage,vit_b_16,umap,1,DBSCAN,0.360930023443271
plantvillage,vit_b_16,pca,2,KMeans,0.602729340409401
plantvillage,vit_b_16,pca,2,Hierarchical,0.587461230389352
plantvillage,vit_b_16,pca,2,GMM,0.579731027857829
plantvillage,vit_b_16,pca,2,DBSCAN,0.575087656742141
plantvillage,vit_b_16,pca,1,KMeans,0.602729340409401
plantvillage,vit_b_16,pca,1,Hierarchical,0.587461230389352
plantvillage,vit_b_16,pca,1,GMM,0.579731027857829
plantvillage,vit_b_16,pca,1,DBSCAN,0.575087656742141
plantvillage,vit_b_32,tsne,2,KMeans,0.794169379888477
plantvillage,vit_b_32,tsne,2,Hierarchical,0.816935371873698
plantvillage,vit_b_32,tsne,2,GMM,0.823559806924017
plantvillage,vit_b_32,tsne,2,DBSCAN,0.78407057807391
plantvillage,vit_b_32,tsne,1,KMeans,0.837033508417846
plantvillage,vit_b_32,tsne,1,Hierarchical,0.695102980523925
plantvillage,vit_b_32,tsne,1,GMM,0.900496234905921
plantvillage,vit_b_32,tsne,1,DBSCAN,0.566510530181704
plantvillage,vit_b_32,umap,2,KMeans,0.935834092629904
